filepath,L,T,label,split
train/spin_config_L10_T11171_0.png,10,1.1171,0,train
train/spin_config_L10_T11201_0.png,10,1.1201,0,train
train/spin_config_L10_T11212_0.png,10,1.1212,0,train
train/spin_config_L10_T11231_0.png,10,1.1231,0,train
train/spin_config_L10_T11261_0.png,10,1.1261,0,train
train/spin_config_L10_T11291_0.png,10,1.1291,0,train
train/spin_config_L10_T11321_0.png,10,1.1321,0,train
train/spin_config_L10_T11351_0.png,10,1.1351,0,train
train/spin_config_L10_T11381_0.png,10,1.1381,0,train
train/spin_config_L10_T11411_0.png,10,1.1411,0,train
train/spin_config_L10_T11441_0.png,10,1.1441,0,train
train/spin_config_L10_T11471_0.png,10,1.1471,0,train
train/spin_config_L10_T11502_0.png,10,1.1502,0,train
train/spin_config_L10_T11515_0.png,10,1.1515,0,train
train/spin_config_L10_T11525_0.png,10,1.1525,0,train
train/spin_config_L10_T11532_0.png,10,1.1532,0,train
train/spin_config_L10_T11538_0.png,10,1.1538,0,train
train/spin_config_L10_T11562_0.png,10,1.1562,0,train
train/spin_config_L10_T11592_0.png,10,1.1592,0,train
train/spin_config_L10_T11622_0.png,10,1.1622,0,train
train/spin_config_L10_T11652_0.png,10,1.1652,0,train
train/spin_config_L10_T11682_0.png,10,1.1682,0,train
train/spin_config_L10_T11712_0.png,10,1.1712,0,train
train/spin_config_L10_T11742_0.png,10,1.1742,0,train
train/spin_config_L10_T11772_0.png,10,1.1772,0,train
train/spin_config_L10_T11802_0.png,10,1.1802,0,train
train/spin_config_L10_T11818_0.png,10,1.1818,0,train
train/spin_config_L10_T11832_0.png,10,1.1832,0,train
train/spin_config_L10_T11862_0.png,10,1.1862,0,train
train/spin_config_L10_T11892_0.png,10,1.1892,0,train
train/spin_config_L10_T11922_0.png,10,1.1922,0,train
train/spin_config_L10_T11952_0.png,10,1.1952,0,train
train/spin_config_L10_T11982_0.png,10,1.1982,0,train
train/spin_config_L10_T12012_0.png,10,1.2012,0,train
train/spin_config_L10_T12034_0.png,10,1.2034,0,train
train/spin_config_L10_T12042_0.png,10,1.2042,0,train
train/spin_config_L10_T12072_0.png,10,1.2072,0,train
train/spin_config_L10_T12102_0.png,10,1.2102,0,train
train/spin_config_L10_T12121_0.png,10,1.2121,0,train
train/spin_config_L10_T12132_0.png,10,1.2132,0,train
train/spin_config_L10_T12162_0.png,10,1.2162,0,train
train/spin_config_L10_T12192_0.png,10,1.2192,0,train
train/spin_config_L10_T12222_0.png,10,1.2222,0,train
train/spin_config_L10_T12252_0.png,10,1.2252,0,train
train/spin_config_L10_T12282_0.png,10,1.2282,0,train
train/spin_config_L10_T12308_0.png,10,1.2308,0,train
train/spin_config_L10_T12312_0.png,10,1.2312,0,train
train/spin_config_L10_T12342_0.png,10,1.2342,0,train
train/spin_config_L10_T12372_0.png,10,1.2372,0,train
train/spin_config_L10_T12402_0.png,10,1.2402,0,train
train/spin_config_L10_T12424_0.png,10,1.2424,0,train
train/spin_config_L10_T12432_0.png,10,1.2432,0,train
train/spin_config_L10_T12462_0.png,10,1.2462,0,train
train/spin_config_L10_T12492_0.png,10,1.2492,0,train
train/spin_config_L10_T12523_0.png,10,1.2523,0,train
train/spin_config_L10_T12542_0.png,10,1.2542,0,train
train/spin_config_L10_T12553_0.png,10,1.2553,0,train
train/spin_config_L10_T12583_0.png,10,1.2583,0,train
train/spin_config_L10_T12613_0.png,10,1.2613,0,train
train/spin_config_L10_T12643_0.png,10,1.2643,0,train
train/spin_config_L10_T12673_0.png,10,1.2673,0,train
train/spin_config_L10_T12703_0.png,10,1.2703,0,train
train/spin_config_L10_T12727_0.png,10,1.2727,0,train
train/spin_config_L10_T12733_0.png,10,1.2733,0,train
train/spin_config_L10_T12763_0.png,10,1.2763,0,train
train/spin_config_L10_T12793_0.png,10,1.2793,0,train
train/spin_config_L10_T12823_0.png,10,1.2823,0,train
train/spin_config_L10_T12853_0.png,10,1.2853,0,train
train/spin_config_L10_T12883_0.png,10,1.2883,0,train
train/spin_config_L10_T12913_0.png,10,1.2913,0,train
train/spin_config_L10_T12943_0.png,10,1.2943,0,train
train/spin_config_L10_T12973_0.png,10,1.2973,0,train
train/spin_config_L10_T13003_0.png,10,1.3003,0,train
train/spin_config_L10_T13030_0.png,10,1.303,0,train
train/spin_config_L10_T13033_0.png,10,1.3033,0,train
train/spin_config_L10_T13051_0.png,10,1.3051,0,train
train/spin_config_L10_T13063_0.png,10,1.3063,0,train
train/spin_config_L10_T13077_0.png,10,1.3077,0,train
train/spin_config_L10_T13093_0.png,10,1.3093,0,train
train/spin_config_L10_T13123_0.png,10,1.3123,0,train
train/spin_config_L10_T13153_0.png,10,1.3153,0,train
train/spin_config_L10_T13183_0.png,10,1.3183,0,train
train/spin_config_L10_T13213_0.png,10,1.3213,0,train
train/spin_config_L10_T13243_0.png,10,1.3243,0,train
train/spin_config_L10_T13273_0.png,10,1.3273,0,train
train/spin_config_L10_T13303_0.png,10,1.3303,0,train
train/spin_config_L10_T13333_0.png,10,1.3333,0,train
train/spin_config_L10_T13363_0.png,10,1.3363,0,train
train/spin_config_L10_T13393_0.png,10,1.3393,0,train
train/spin_config_L10_T13423_0.png,10,1.3423,0,train
train/spin_config_L10_T13453_0.png,10,1.3453,0,train
train/spin_config_L10_T13483_0.png,10,1.3483,0,train
train/spin_config_L10_T13514_0.png,10,1.3514,0,train
train/spin_config_L10_T13544_0.png,10,1.3544,0,train
train/spin_config_L10_T13559_0.png,10,1.3559,0,train
train/spin_config_L10_T13574_0.png,10,1.3574,0,train
train/spin_config_L10_T13604_0.png,10,1.3604,0,train
train/spin_config_L10_T13634_0.png,10,1.3634,0,train
train/spin_config_L10_T13636_0.png,10,1.3636,0,train
train/spin_config_L10_T13664_0.png,10,1.3664,0,train
train/spin_config_L10_T13694_0.png,10,1.3694,0,train
train/spin_config_L10_T13724_0.png,10,1.3724,0,train
train/spin_config_L10_T13754_0.png,10,1.3754,0,train
train/spin_config_L10_T13784_0.png,10,1.3784,0,train
train/spin_config_L10_T13814_0.png,10,1.3814,0,train
train/spin_config_L10_T13844_0.png,10,1.3844,0,train
train/spin_config_L10_T13846_0.png,10,1.3846,0,train
train/spin_config_L10_T13874_0.png,10,1.3874,0,train
train/spin_config_L10_T13904_0.png,10,1.3904,0,train
train/spin_config_L10_T13934_0.png,10,1.3934,0,train
train/spin_config_L10_T13939_0.png,10,1.3939,0,train
train/spin_config_L10_T13964_0.png,10,1.3964,0,train
train/spin_config_L10_T13994_0.png,10,1.3994,0,train
train/spin_config_L10_T14024_0.png,10,1.4024,0,train
train/spin_config_L10_T14054_0.png,10,1.4054,0,train
train/spin_config_L10_T14068_0.png,10,1.4068,0,train
train/spin_config_L10_T14084_0.png,10,1.4084,0,train
train/spin_config_L10_T14114_0.png,10,1.4114,0,train
train/spin_config_L10_T14144_0.png,10,1.4144,0,train
train/spin_config_L10_T14174_0.png,10,1.4174,0,train
train/spin_config_L10_T14204_0.png,10,1.4204,0,train
train/spin_config_L10_T14234_0.png,10,1.4234,0,train
train/spin_config_L10_T14242_0.png,10,1.4242,0,train
train/spin_config_L10_T14264_0.png,10,1.4264,0,train
train/spin_config_L10_T14294_0.png,10,1.4294,0,train
train/spin_config_L10_T14324_0.png,10,1.4324,0,train
train/spin_config_L10_T14354_0.png,10,1.4354,0,train
train/spin_config_L10_T14384_0.png,10,1.4384,0,train
train/spin_config_L10_T14414_0.png,10,1.4414,0,train
train/spin_config_L10_T14444_0.png,10,1.4444,0,train
train/spin_config_L10_T14474_0.png,10,1.4474,0,train
train/spin_config_L10_T14505_0.png,10,1.4505,0,train
train/spin_config_L10_T14535_0.png,10,1.4535,0,train
train/spin_config_L10_T14545_0.png,10,1.4545,0,train
train/spin_config_L10_T14565_0.png,10,1.4565,0,train
train/spin_config_L10_T14576_0.png,10,1.4576,0,train
train/spin_config_L10_T14595_0.png,10,1.4595,0,train
train/spin_config_L10_T14615_0.png,10,1.4615,0,train
train/spin_config_L10_T14625_0.png,10,1.4625,0,train
train/spin_config_L10_T14655_0.png,10,1.4655,0,train
train/spin_config_L10_T14685_0.png,10,1.4685,0,train
train/spin_config_L10_T14715_0.png,10,1.4715,0,train
train/spin_config_L10_T14745_0.png,10,1.4745,0,train
train/spin_config_L10_T14775_0.png,10,1.4775,0,train
train/spin_config_L10_T14805_0.png,10,1.4805,0,train
train/spin_config_L10_T14835_0.png,10,1.4835,0,train
train/spin_config_L10_T14848_0.png,10,1.4848,0,train
train/spin_config_L10_T14865_0.png,10,1.4865,0,train
train/spin_config_L10_T14895_0.png,10,1.4895,0,train
train/spin_config_L10_T14925_0.png,10,1.4925,0,train
train/spin_config_L10_T14955_0.png,10,1.4955,0,train
train/spin_config_L10_T14985_0.png,10,1.4985,0,train
train/spin_config_L10_T15015_0.png,10,1.5015,0,train
train/spin_config_L10_T15045_0.png,10,1.5045,0,train
train/spin_config_L10_T15075_0.png,10,1.5075,0,train
train/spin_config_L10_T15085_0.png,10,1.5085,0,train
train/spin_config_L10_T15105_0.png,10,1.5105,0,train
train/spin_config_L10_T15135_0.png,10,1.5135,0,train
train/spin_config_L10_T15152_0.png,10,1.5152,0,train
train/spin_config_L10_T15165_0.png,10,1.5165,0,train
train/spin_config_L10_T15195_0.png,10,1.5195,0,train
train/spin_config_L10_T15225_0.png,10,1.5225,0,train
train/spin_config_L10_T15255_0.png,10,1.5255,0,train
train/spin_config_L10_T15285_0.png,10,1.5285,0,train
train/spin_config_L10_T15315_0.png,10,1.5315,0,train
train/spin_config_L10_T15345_0.png,10,1.5345,0,train
train/spin_config_L10_T15375_0.png,10,1.5375,0,train
train/spin_config_L10_T15385_0.png,10,1.5385,0,train
train/spin_config_L10_T15405_0.png,10,1.5405,0,train
train/spin_config_L10_T15435_0.png,10,1.5435,0,train
train/spin_config_L10_T15455_0.png,10,1.5455,0,train
train/spin_config_L10_T15465_0.png,10,1.5465,0,train
train/spin_config_L10_T15495_0.png,10,1.5495,0,train
train/spin_config_L10_T15526_0.png,10,1.5526,0,train
train/spin_config_L10_T15556_0.png,10,1.5556,0,train
train/spin_config_L10_T15586_0.png,10,1.5586,0,train
train/spin_config_L10_T15593_0.png,10,1.5593,0,train
train/spin_config_L10_T15616_0.png,10,1.5616,0,train
train/spin_config_L10_T15646_0.png,10,1.5646,0,train
train/spin_config_L10_T15676_0.png,10,1.5676,0,train
train/spin_config_L10_T15706_0.png,10,1.5706,0,train
train/spin_config_L10_T15736_0.png,10,1.5736,0,train
train/spin_config_L10_T15758_0.png,10,1.5758,0,train
train/spin_config_L10_T15766_0.png,10,1.5766,0,train
train/spin_config_L10_T15796_0.png,10,1.5796,0,train
train/spin_config_L10_T15826_0.png,10,1.5826,0,train
train/spin_config_L10_T15856_0.png,10,1.5856,0,train
train/spin_config_L10_T15886_0.png,10,1.5886,0,train
train/spin_config_L10_T15916_0.png,10,1.5916,0,train
train/spin_config_L10_T15946_0.png,10,1.5946,0,train
train/spin_config_L10_T15976_0.png,10,1.5976,0,train
train/spin_config_L10_T16006_0.png,10,1.6006,0,train
train/spin_config_L10_T16036_0.png,10,1.6036,0,train
train/spin_config_L10_T16061_0.png,10,1.6061,0,train
train/spin_config_L10_T16066_0.png,10,1.6066,0,train
train/spin_config_L10_T16096_0.png,10,1.6096,0,train
train/spin_config_L10_T16102_0.png,10,1.6102,0,train
train/spin_config_L10_T16126_0.png,10,1.6126,0,train
train/spin_config_L10_T16154_0.png,10,1.6154,0,train
train/spin_config_L10_T16156_0.png,10,1.6156,0,train
train/spin_config_L10_T16186_0.png,10,1.6186,0,train
train/spin_config_L10_T16216_0.png,10,1.6216,0,train
train/spin_config_L10_T16246_0.png,10,1.6246,0,train
train/spin_config_L10_T16276_0.png,10,1.6276,0,train
train/spin_config_L10_T16306_0.png,10,1.6306,0,train
train/spin_config_L10_T16336_0.png,10,1.6336,0,train
train/spin_config_L10_T16364_0.png,10,1.6364,0,train
train/spin_config_L10_T16366_0.png,10,1.6366,0,train
train/spin_config_L10_T16396_0.png,10,1.6396,0,train
train/spin_config_L10_T16426_0.png,10,1.6426,0,train
train/spin_config_L10_T16456_0.png,10,1.6456,0,train
train/spin_config_L10_T16486_0.png,10,1.6486,0,train
train/spin_config_L10_T16517_0.png,10,1.6517,0,train
train/spin_config_L10_T16547_0.png,10,1.6547,0,train
train/spin_config_L10_T16577_0.png,10,1.6577,0,train
train/spin_config_L10_T16607_0.png,10,1.6607,0,train
train/spin_config_L10_T16610_0.png,10,1.661,0,train
train/spin_config_L10_T16637_0.png,10,1.6637,0,train
train/spin_config_L10_T16667_0.png,10,1.6667,0,train
train/spin_config_L10_T16697_0.png,10,1.6697,0,train
train/spin_config_L10_T16727_0.png,10,1.6727,0,train
train/spin_config_L10_T16757_0.png,10,1.6757,0,train
train/spin_config_L10_T16787_0.png,10,1.6787,0,train
train/spin_config_L10_T16817_0.png,10,1.6817,0,train
train/spin_config_L10_T16847_0.png,10,1.6847,0,train
train/spin_config_L10_T16877_0.png,10,1.6877,0,train
train/spin_config_L10_T16907_0.png,10,1.6907,0,train
train/spin_config_L10_T16923_0.png,10,1.6923,0,train
train/spin_config_L10_T16937_0.png,10,1.6937,0,train
train/spin_config_L10_T16967_0.png,10,1.6967,0,train
train/spin_config_L10_T16970_0.png,10,1.697,0,train
train/spin_config_L10_T16997_0.png,10,1.6997,0,train
train/spin_config_L10_T17027_0.png,10,1.7027,0,train
train/spin_config_L10_T17057_0.png,10,1.7057,0,train
train/spin_config_L10_T17087_0.png,10,1.7087,0,train
train/spin_config_L10_T17117_0.png,10,1.7117,0,train
train/spin_config_L10_T17119_0.png,10,1.7119,0,train
train/spin_config_L10_T17147_0.png,10,1.7147,0,train
train/spin_config_L10_T17177_0.png,10,1.7177,0,train
train/spin_config_L10_T17207_0.png,10,1.7207,0,train
train/spin_config_L10_T17237_0.png,10,1.7237,0,train
train/spin_config_L10_T17267_0.png,10,1.7267,0,train
train/spin_config_L10_T17273_0.png,10,1.7273,0,train
train/spin_config_L10_T17297_0.png,10,1.7297,0,train
train/spin_config_L10_T17327_0.png,10,1.7327,0,train
train/spin_config_L10_T17357_0.png,10,1.7357,0,train
train/spin_config_L10_T17387_0.png,10,1.7387,0,train
train/spin_config_L10_T17417_0.png,10,1.7417,0,train
train/spin_config_L10_T17447_0.png,10,1.7447,0,train
train/spin_config_L10_T17477_0.png,10,1.7477,0,train
train/spin_config_L10_T17508_0.png,10,1.7508,0,train
train/spin_config_L10_T17538_0.png,10,1.7538,0,train
train/spin_config_L10_T17568_0.png,10,1.7568,0,train
train/spin_config_L10_T17576_0.png,10,1.7576,0,train
train/spin_config_L10_T17598_0.png,10,1.7598,0,train
train/spin_config_L10_T17627_0.png,10,1.7627,0,train
train/spin_config_L10_T17628_0.png,10,1.7628,0,train
train/spin_config_L10_T17658_0.png,10,1.7658,0,train
train/spin_config_L10_T17688_0.png,10,1.7688,0,train
train/spin_config_L10_T27692_1.png,10,2.7692,1,train
train/spin_config_L10_T27718_1.png,10,2.7718,1,train
train/spin_config_L10_T27748_1.png,10,2.7748,1,train
train/spin_config_L10_T27778_1.png,10,2.7778,1,train
train/spin_config_L10_T27797_1.png,10,2.7797,1,train
train/spin_config_L10_T27808_1.png,10,2.7808,1,train
train/spin_config_L10_T27838_1.png,10,2.7838,1,train
train/spin_config_L10_T27868_1.png,10,2.7868,1,train
train/spin_config_L10_T27879_1.png,10,2.7879,1,train
train/spin_config_L10_T27898_1.png,10,2.7898,1,train
train/spin_config_L10_T27928_1.png,10,2.7928,1,train
train/spin_config_L10_T27958_1.png,10,2.7958,1,train
train/spin_config_L10_T27988_1.png,10,2.7988,1,train
train/spin_config_L10_T28018_1.png,10,2.8018,1,train
train/spin_config_L10_T28048_1.png,10,2.8048,1,train
train/spin_config_L10_T28078_1.png,10,2.8078,1,train
train/spin_config_L10_T28108_1.png,10,2.8108,1,train
train/spin_config_L10_T28138_1.png,10,2.8138,1,train
train/spin_config_L10_T28168_1.png,10,2.8168,1,train
train/spin_config_L10_T28182_1.png,10,2.8182,1,train
train/spin_config_L10_T28198_1.png,10,2.8198,1,train
train/spin_config_L10_T28228_1.png,10,2.8228,1,train
train/spin_config_L10_T28258_1.png,10,2.8258,1,train
train/spin_config_L10_T28288_1.png,10,2.8288,1,train
train/spin_config_L10_T28305_1.png,10,2.8305,1,train
train/spin_config_L10_T28318_1.png,10,2.8318,1,train
train/spin_config_L10_T28348_1.png,10,2.8348,1,train
train/spin_config_L10_T28378_1.png,10,2.8378,1,train
train/spin_config_L10_T28408_1.png,10,2.8408,1,train
train/spin_config_L10_T28438_1.png,10,2.8438,1,train
train/spin_config_L10_T28462_1.png,10,2.8462,1,train
train/spin_config_L10_T28468_1.png,10,2.8468,1,train
train/spin_config_L10_T28485_1.png,10,2.8485,1,train
train/spin_config_L10_T28498_1.png,10,2.8498,1,train
train/spin_config_L10_T28529_1.png,10,2.8529,1,train
train/spin_config_L10_T28559_1.png,10,2.8559,1,train
train/spin_config_L10_T28589_1.png,10,2.8589,1,train
train/spin_config_L10_T28619_1.png,10,2.8619,1,train
train/spin_config_L10_T28649_1.png,10,2.8649,1,train
train/spin_config_L10_T28679_1.png,10,2.8679,1,train
train/spin_config_L10_T28709_1.png,10,2.8709,1,train
train/spin_config_L10_T28739_1.png,10,2.8739,1,train
train/spin_config_L10_T28769_1.png,10,2.8769,1,train
train/spin_config_L10_T28788_1.png,10,2.8788,1,train
train/spin_config_L10_T28799_1.png,10,2.8799,1,train
train/spin_config_L10_T28814_1.png,10,2.8814,1,train
train/spin_config_L10_T28829_1.png,10,2.8829,1,train
train/spin_config_L10_T28859_1.png,10,2.8859,1,train
train/spin_config_L10_T28889_1.png,10,2.8889,1,train
train/spin_config_L10_T28919_1.png,10,2.8919,1,train
train/spin_config_L10_T28949_1.png,10,2.8949,1,train
train/spin_config_L10_T28979_1.png,10,2.8979,1,train
train/spin_config_L10_T29009_1.png,10,2.9009,1,train
train/spin_config_L10_T29039_1.png,10,2.9039,1,train
train/spin_config_L10_T29069_1.png,10,2.9069,1,train
train/spin_config_L10_T29091_1.png,10,2.9091,1,train
train/spin_config_L10_T29099_1.png,10,2.9099,1,train
train/spin_config_L10_T29129_1.png,10,2.9129,1,train
train/spin_config_L10_T29159_1.png,10,2.9159,1,train
train/spin_config_L10_T29189_1.png,10,2.9189,1,train
train/spin_config_L10_T29219_1.png,10,2.9219,1,train
train/spin_config_L10_T29231_1.png,10,2.9231,1,train
train/spin_config_L10_T29249_1.png,10,2.9249,1,train
train/spin_config_L10_T29279_1.png,10,2.9279,1,train
train/spin_config_L10_T29309_1.png,10,2.9309,1,train
train/spin_config_L10_T29322_1.png,10,2.9322,1,train
train/spin_config_L10_T29339_1.png,10,2.9339,1,train
train/spin_config_L10_T29369_1.png,10,2.9369,1,train
train/spin_config_L10_T29394_1.png,10,2.9394,1,train
train/spin_config_L10_T29399_1.png,10,2.9399,1,train
train/spin_config_L10_T29429_1.png,10,2.9429,1,train
train/spin_config_L10_T29459_1.png,10,2.9459,1,train
train/spin_config_L10_T29489_1.png,10,2.9489,1,train
train/spin_config_L10_T29520_1.png,10,2.952,1,train
train/spin_config_L10_T29550_1.png,10,2.955,1,train
train/spin_config_L10_T29580_1.png,10,2.958,1,train
train/spin_config_L10_T29610_1.png,10,2.961,1,train
train/spin_config_L10_T29640_1.png,10,2.964,1,train
train/spin_config_L10_T29670_1.png,10,2.967,1,train
train/spin_config_L10_T29697_1.png,10,2.9697,1,train
train/spin_config_L10_T29700_1.png,10,2.97,1,train
train/spin_config_L10_T29730_1.png,10,2.973,1,train
train/spin_config_L10_T29760_1.png,10,2.976,1,train
train/spin_config_L10_T29790_1.png,10,2.979,1,train
train/spin_config_L10_T29820_1.png,10,2.982,1,train
train/spin_config_L10_T29831_1.png,10,2.9831,1,train
train/spin_config_L10_T29850_1.png,10,2.985,1,train
train/spin_config_L10_T29880_1.png,10,2.988,1,train
train/spin_config_L10_T29910_1.png,10,2.991,1,train
train/spin_config_L10_T29940_1.png,10,2.994,1,train
train/spin_config_L10_T29970_1.png,10,2.997,1,train
train/spin_config_L10_T30000_1.png,10,3.0,1,train
train/spin_config_L10_T30030_1.png,10,3.003,1,train
train/spin_config_L10_T30060_1.png,10,3.006,1,train
train/spin_config_L10_T30090_1.png,10,3.009,1,train
train/spin_config_L10_T30120_1.png,10,3.012,1,train
train/spin_config_L10_T30150_1.png,10,3.015,1,train
train/spin_config_L10_T30180_1.png,10,3.018,1,train
train/spin_config_L10_T30210_1.png,10,3.021,1,train
train/spin_config_L10_T30240_1.png,10,3.024,1,train
train/spin_config_L10_T30270_1.png,10,3.027,1,train
train/spin_config_L10_T30300_1.png,10,3.03,1,train
train/spin_config_L10_T30303_1.png,10,3.0303,1,train
train/spin_config_L10_T30330_1.png,10,3.033,1,train
train/spin_config_L10_T30339_1.png,10,3.0339,1,train
train/spin_config_L10_T30360_1.png,10,3.036,1,train
train/spin_config_L10_T30390_1.png,10,3.039,1,train
train/spin_config_L10_T30420_1.png,10,3.042,1,train
train/spin_config_L10_T30450_1.png,10,3.045,1,train
train/spin_config_L10_T30480_1.png,10,3.048,1,train
train/spin_config_L10_T30511_1.png,10,3.0511,1,train
train/spin_config_L10_T30541_1.png,10,3.0541,1,train
train/spin_config_L10_T30571_1.png,10,3.0571,1,train
train/spin_config_L10_T30601_1.png,10,3.0601,1,train
train/spin_config_L10_T30606_1.png,10,3.0606,1,train
train/spin_config_L10_T30631_1.png,10,3.0631,1,train
train/spin_config_L10_T30661_1.png,10,3.0661,1,train
train/spin_config_L10_T30691_1.png,10,3.0691,1,train
train/spin_config_L10_T30721_1.png,10,3.0721,1,train
train/spin_config_L10_T30751_1.png,10,3.0751,1,train
train/spin_config_L10_T30769_1.png,10,3.0769,1,train
train/spin_config_L10_T30781_1.png,10,3.0781,1,train
train/spin_config_L10_T30811_1.png,10,3.0811,1,train
train/spin_config_L10_T30841_1.png,10,3.0841,1,train
train/spin_config_L10_T30847_1.png,10,3.0847,1,train
train/spin_config_L10_T30871_1.png,10,3.0871,1,train
train/spin_config_L10_T30901_1.png,10,3.0901,1,train
train/spin_config_L10_T30909_1.png,10,3.0909,1,train
train/spin_config_L10_T30931_1.png,10,3.0931,1,train
train/spin_config_L10_T30961_1.png,10,3.0961,1,train
train/spin_config_L10_T30991_1.png,10,3.0991,1,train
train/spin_config_L10_T31021_1.png,10,3.1021,1,train
train/spin_config_L10_T31051_1.png,10,3.1051,1,train
train/spin_config_L10_T31081_1.png,10,3.1081,1,train
train/spin_config_L10_T31111_1.png,10,3.1111,1,train
train/spin_config_L10_T31141_1.png,10,3.1141,1,train
train/spin_config_L10_T31171_1.png,10,3.1171,1,train
train/spin_config_L10_T31201_1.png,10,3.1201,1,train
train/spin_config_L10_T31212_1.png,10,3.1212,1,train
train/spin_config_L10_T31231_1.png,10,3.1231,1,train
train/spin_config_L10_T31261_1.png,10,3.1261,1,train
train/spin_config_L10_T31291_1.png,10,3.1291,1,train
train/spin_config_L10_T31321_1.png,10,3.1321,1,train
train/spin_config_L10_T31351_1.png,10,3.1351,1,train
train/spin_config_L10_T31356_1.png,10,3.1356,1,train
train/spin_config_L10_T31381_1.png,10,3.1381,1,train
train/spin_config_L10_T31411_1.png,10,3.1411,1,train
train/spin_config_L10_T31441_1.png,10,3.1441,1,train
train/spin_config_L10_T31471_1.png,10,3.1471,1,train
train/spin_config_L10_T31502_1.png,10,3.1502,1,train
train/spin_config_L10_T31515_1.png,10,3.1515,1,train
train/spin_config_L10_T31532_1.png,10,3.1532,1,train
train/spin_config_L10_T31538_1.png,10,3.1538,1,train
train/spin_config_L10_T31562_1.png,10,3.1562,1,train
train/spin_config_L10_T31592_1.png,10,3.1592,1,train
train/spin_config_L10_T31622_1.png,10,3.1622,1,train
train/spin_config_L10_T31652_1.png,10,3.1652,1,train
train/spin_config_L10_T31682_1.png,10,3.1682,1,train
train/spin_config_L10_T31712_1.png,10,3.1712,1,train
train/spin_config_L10_T31742_1.png,10,3.1742,1,train
train/spin_config_L10_T31772_1.png,10,3.1772,1,train
train/spin_config_L10_T31802_1.png,10,3.1802,1,train
train/spin_config_L10_T31818_1.png,10,3.1818,1,train
train/spin_config_L10_T31832_1.png,10,3.1832,1,train
train/spin_config_L10_T31862_1.png,10,3.1862,1,train
train/spin_config_L10_T31864_1.png,10,3.1864,1,train
train/spin_config_L10_T31892_1.png,10,3.1892,1,train
train/spin_config_L10_T31922_1.png,10,3.1922,1,train
train/spin_config_L10_T31952_1.png,10,3.1952,1,train
train/spin_config_L10_T31982_1.png,10,3.1982,1,train
train/spin_config_L10_T32012_1.png,10,3.2012,1,train
train/spin_config_L10_T32042_1.png,10,3.2042,1,train
train/spin_config_L10_T32072_1.png,10,3.2072,1,train
train/spin_config_L10_T32102_1.png,10,3.2102,1,train
train/spin_config_L10_T32121_1.png,10,3.2121,1,train
train/spin_config_L10_T32132_1.png,10,3.2132,1,train
train/spin_config_L10_T32162_1.png,10,3.2162,1,train
train/spin_config_L10_T32192_1.png,10,3.2192,1,train
train/spin_config_L10_T32222_1.png,10,3.2222,1,train
